EALoadLoop.thisRepN,EALoadLoop.thisTrialN,EALoadLoop.thisN,EALoadLoop.thisIndex,EncLoadLoop.thisRepN,EncLoadLoop.thisTrialN,EncLoadLoop.thisN,EncLoadLoop.thisIndex,IALoadLoop.thisRepN,IALoadLoop.thisTrialN,IALoadLoop.thisN,IALoadLoop.thisIndex,RetLoadLoop.thisRepN,RetLoadLoop.thisTrialN,RetLoadLoop.thisN,RetLoadLoop.thisIndex,welcomeText.started,welcomeKey.started,welcomeKey.keys,welcomeKey.rt,welcomeText2.started,welcomeKey2.started,welcomeKey2.keys,welcomeKey2.rt,EAPracticeText1.started,EAPracticeText2.started,EAPracticeRespText.started,EAPracticeKey.started,EAPracticeKey.keys,EAPracticeKey.rt,EAPractice2Text.started,EAPractice2Key.started,EAPractice2Key.keys,EAPractice2Key.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,9.836509666987695,9.836509666987695,space,0.6619059999939054,,,,,,,,,,,,,,,000,001,2025-02-18_13h34.27.936,RetGoals_V1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,10.545395208988339,10.545395208988339,1,0.44726341601926833,,,,,,,,,,,000,001,2025-02-18_13h34.27.936,RetGoals_V1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,11.006865208997624,11.006865208997624,11.006865208997624,11.006865208997624,space,0.4369211669836659,,,,,000,001,2025-02-18_13h34.27.936,RetGoals_V1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.46723499998916,11.46723499998916,1,0.42585379199590534,000,001,2025-02-18_13h34.27.936,RetGoals_V1,2022.2.5,None,
