"","participant","session","expName","psychopyVersion","block_num","trial_num","corr","resp","rt","task","magnitude","num_big","has_neg","block_type","stim_name","stim_spec","enc_stimname","corr_key","encret_corr"
"2387","P2",1,"RetGoals_V1","2022.2.4",7,10,0,3,0.817046972002572,"External",1,6,NA,"10","ExAttn_Stim.241.jpeg","diamonds","",2,NA
"2388","P2",1,"RetGoals_V1","2022.2.4",7,10,1,2,0.530701273000886,"Internal",1,NA,0,"10","InternTask.241.jpeg","subsub","",2,NA
"2389","P2",1,"RetGoals_V1","2022.2.4",8,10,1,2,0.397805607000919,"Retrieval",NA,NA,NA,"10","1_106.jpg","fruit","Encod_Stim.106.jpeg",2,NA
"2390","P2",1,"RetGoals_V1","2022.2.4",8,10,1,2,0.923189916997217,"Encoding",NA,NA,NA,"10","Encod_Stim.079.jpeg","building","",2,1
"2391","P2",1,"RetGoals_V1","2022.2.4",8,10,0,3,0.611672941999132,"External",2,8,NA,"10","ExAttn_Stim.079.jpeg","triangles","",2,NA
"2392","P2",1,"RetGoals_V1","2022.2.4",8,10,1,2,0.754900858002657,"Internal",3,NA,0,"10","InternTask.079.jpeg","addsub","",2,NA
"2393","P2",1,"RetGoals_V1","2022.2.4",9,10,1,4,0.38865657900169,"Retrieval",NA,NA,NA,"10","1_87.jpg","building","Encod_Stim.087.jpeg",4,NA
"2394","P2",1,"RetGoals_V1","2022.2.4",9,10,1,4,1.03015669500019,"Encoding",NA,NA,NA,"10","Encod_Stim.122.jpeg","fruit","",4,1
"2395","P2",1,"RetGoals_V1","2022.2.4",9,10,1,2,0.357434528999875,"External",1,6,NA,"10","ExAttn_Stim.122.jpeg","squares","",2,NA
"2396","P2",1,"RetGoals_V1","2022.2.4",9,10,1,4,0.291858251999656,"Internal",1,NA,0,"10","InternTask.122.jpeg","addsub","",4,NA
"2397","P2",1,"RetGoals_V1","2022.2.4",10,10,1,2,0.388666532999196,"Retrieval",NA,NA,NA,"10","1_105.jpg","fruit","Encod_Stim.105.jpeg",2,NA
"2398","P2",1,"RetGoals_V1","2022.2.4",10,10,1,4,0.608515926000109,"Encoding",NA,NA,NA,"10","Encod_Stim.187.jpeg","building","",4,0
"2399","P2",1,"RetGoals_V1","2022.2.4",10,10,0,3,0.944362901002023,"External",1,7,NA,"10","ExAttn_Stim.187.jpeg","stars","",2,NA
"2400","P2",1,"RetGoals_V1","2022.2.4",10,10,1,4,0.302325304997794,"Internal",9,NA,1,"10","InternTask.187.jpeg","subadd","",4,NA
"2401","P2",1,"RetGoals_V1","2022.2.4",1,11,0,3,0.684322450000764,"Retrieval",NA,NA,NA,"40","1_118.jpg","fruit","Encod_Stim.118.jpeg",2,NA
"2402","P2",1,"RetGoals_V1","2022.2.4",1,11,1,3,0.464310993000254,"Encoding",NA,NA,NA,"40","Encod_Stim.235.jpeg","building","",3,0
"2403","P2",1,"RetGoals_V1","2022.2.4",1,11,0,4,0.458452525999746,"External",0,7,NA,"40","ExAttn_Stim.235.jpeg","stars","",3,NA
"2404","P2",1,"RetGoals_V1","2022.2.4",1,11,1,2,0.334625557999971,"Internal",7,NA,1,"40","InternTask.235.jpeg","subsub","",2,NA
"2405","P2",1,"RetGoals_V1","2022.2.4",2,11,0,1,0.5640144780009,"Retrieval",NA,NA,NA,"40","1_73.jpg","building","Encod_Stim.073.jpeg",4,NA
"2406","P2",1,"RetGoals_V1","2022.2.4",2,11,1,3,0.645668831002695,"Encoding",NA,NA,NA,"40","Encod_Stim.252.jpeg","building","",3,0
"2407","P2",1,"RetGoals_V1","2022.2.4",2,11,0,3,0.39707851500134,"External",2,7,NA,"40","ExAttn_Stim.252.jpeg","diamonds","",2,NA
"2408","P2",1,"RetGoals_V1","2022.2.4",2,11,0,NA,NA,"Internal",6,NA,2,"40","InternTask.252.jpeg","subsub","",4,NA
"2409","P2",1,"RetGoals_V1","2022.2.4",3,11,0,1,0.401449746001163,"Retrieval",NA,NA,NA,"40","1_108.jpg","fruit","Encod_Stim.108.jpeg",2,NA
"2410","P2",1,"RetGoals_V1","2022.2.4",3,11,1,4,0.413602289001574,"Encoding",NA,NA,NA,"40","Encod_Stim.128.jpeg","fruit","",4,0
"2411","P2",1,"RetGoals_V1","2022.2.4",3,11,1,2,0.502018607003265,"External",1,8,NA,"40","ExAttn_Stim.128.jpeg","squares","",2,NA
"2412","P2",1,"RetGoals_V1","2022.2.4",3,11,1,3,0.689297061999241,"Internal",0,NA,0,"40","InternTask.128.jpeg","addsub","",3,NA
"2413","P2",1,"RetGoals_V1","2022.2.4",4,11,0,1,1.21933976600121,"Retrieval",NA,NA,NA,"40","1_55.jpg","vehicle","Encod_Stim.055.jpeg",3,NA
"2414","P2",1,"RetGoals_V1","2022.2.4",4,11,1,3,1.08536746200116,"Encoding",NA,NA,NA,"40","Encod_Stim.208.jpeg","fruit","",3,0
"2415","P2",1,"RetGoals_V1","2022.2.4",4,11,1,4,0.373120006002864,"External",1,8,NA,"40","ExAttn_Stim.208.jpeg","stars","",4,NA
"2416","P2",1,"RetGoals_V1","2022.2.4",4,11,1,3,1.46000546000141,"Internal",0,NA,0,"40","InternTask.208.jpeg","subadd","",3,NA
"2417","P2",1,"RetGoals_V1","2022.2.4",5,11,0,1,0.62394427700201,"Retrieval",NA,NA,NA,"40","1_160.jpg","vehicle","Encod_Stim.160.jpeg",3,NA
"2418","P2",1,"RetGoals_V1","2022.2.4",5,11,1,4,0.577601705001143,"Encoding",NA,NA,NA,"40","Encod_Stim.170.jpeg","building","",4,0
"2419","P2",1,"RetGoals_V1","2022.2.4",5,11,1,3,0.682430936001765,"External",0,6,NA,"40","ExAttn_Stim.170.jpeg","squares","",3,NA
"2420","P2",1,"RetGoals_V1","2022.2.4",5,11,0,NA,NA,"Internal",1,NA,0,"40","InternTask.170.jpeg","subadd","",2,NA
"2421","P2",1,"RetGoals_V1","2022.2.4",1,12,0,3,0.59831918999771,"Retrieval",NA,NA,NA,"40","1_132.jpg","fruit","Encod_Stim.132.jpeg",2,NA
"2422","P2",1,"RetGoals_V1","2022.2.4",1,12,1,2,0.48791494300167,"Encoding",NA,NA,NA,"40","Encod_Stim.041.jpeg","vehicle","",2,0
"2423","P2",1,"RetGoals_V1","2022.2.4",1,12,1,3,0.397460862001026,"External",0,5,NA,"40","ExAttn_Stim.041.jpeg","circles","",3,NA
"2424","P2",1,"RetGoals_V1","2022.2.4",1,12,1,4,0.0617382240016013,"Internal",5,NA,0,"40","InternTask.041.jpeg","addadd","",4,NA
"2425","P2",1,"RetGoals_V1","2022.2.4",2,12,1,2,1.11491965900132,"Retrieval",NA,NA,NA,"40","1_231.jpg","fruit","Encod_Stim.231.jpeg",2,NA
"2426","P2",1,"RetGoals_V1","2022.2.4",2,12,1,3,0.838083358001313,"Encoding",NA,NA,NA,"40","Encod_Stim.231.jpeg","fruit","",3,1
"2427","P2",1,"RetGoals_V1","2022.2.4",2,12,1,3,0.7862510820014,"External",0,7,NA,"40","ExAttn_Stim.231.jpeg","stars","",3,NA
"2428","P2",1,"RetGoals_V1","2022.2.4",2,12,0,3,1.30958255000223,"Internal",2,NA,0,"40","InternTask.231.jpeg","subsub","",2,NA
"2429","P2",1,"RetGoals_V1","2022.2.4",3,12,0,4,0.430352714000037,"Retrieval",NA,NA,NA,"40","1_131.jpg","fruit","Encod_Stim.131.jpeg",2,NA
"2430","P2",1,"RetGoals_V1","2022.2.4",3,12,1,3,0.677899124002579,"Encoding",NA,NA,NA,"40","Encod_Stim.240.jpeg","building","",3,0
"2431","P2",1,"RetGoals_V1","2022.2.4",3,12,0,4,0.806245391999255,"External",0,8,NA,"40","ExAttn_Stim.240.jpeg","stars","",3,NA
"2432","P2",1,"RetGoals_V1","2022.2.4",3,12,0,3,0.931109535998985,"Internal",2,NA,2,"40","InternTask.240.jpeg","subsub","",2,NA
"2433","P2",1,"RetGoals_V1","2022.2.4",4,12,0,3,1.25308920699899,"Retrieval",NA,NA,NA,"40","1_220.jpg","fruit","Encod_Stim.220.jpeg",2,NA
"2434","P2",1,"RetGoals_V1","2022.2.4",4,12,1,4,0.538578200001211,"Encoding",NA,NA,NA,"40","Encod_Stim.185.jpeg","building","",4,1
"2435","P2",1,"RetGoals_V1","2022.2.4",4,12,0,3,0.585790054999961,"External",1,7,NA,"40","ExAttn_Stim.185.jpeg","stars","",2,NA
"2436","P2",1,"RetGoals_V1","2022.2.4",4,12,0,3,0.556916073001048,"Internal",1,NA,0,"40","InternTask.185.jpeg","subadd","",4,NA
"2437","P2",1,"RetGoals_V1","2022.2.4",5,12,0,NA,NA,"Retrieval",NA,NA,NA,"40","1_209.jpg","fruit","Encod_Stim.209.jpeg",2,NA
"2438","P2",1,"RetGoals_V1","2022.2.4",5,12,1,2,0.753459871000814,"Encoding",NA,NA,NA,"40","Encod_Stim.095.jpeg","building","",2,0
"2439","P2",1,"RetGoals_V1","2022.2.4",5,12,1,4,0.291171565000695,"External",2,7,NA,"40","ExAttn_Stim.095.jpeg","triangles","",4,NA
"2440","P2",1,"RetGoals_V1","2022.2.4",5,12,1,2,0.994690788997104,"Internal",13,NA,0,"40","InternTask.095.jpeg","addsub","",2,NA
"2441","P2",1,"RetGoals_V1","2022.2.4",1,13,0,1,0.835560982999596,"Retrieval",NA,NA,NA,"40","1_48.jpg","vehicle","Encod_Stim.048.jpeg",3,NA
"2442","P2",1,"RetGoals_V1","2022.2.4",1,13,1,2,0.471070731000509,"Encoding",NA,NA,NA,"40","Encod_Stim.085.jpeg","building","",2,0
"2443","P2",1,"RetGoals_V1","2022.2.4",1,13,1,4,0.498469142999966,"External",1,7,NA,"40","ExAttn_Stim.085.jpeg","triangles","",4,NA
"2444","P2",1,"RetGoals_V1","2022.2.4",1,13,1,2,0.368381686002976,"Internal",9,NA,0,"40","InternTask.085.jpeg","addsub","",2,NA
"2445","P2",1,"RetGoals_V1","2022.2.4",2,13,0,3,0.601883561001159,"Retrieval",NA,NA,NA,"40","1_223.jpg","fruit","Encod_Stim.223.jpeg",2,NA
"2446","P2",1,"RetGoals_V1","2022.2.4",2,13,1,4,0.718828500001109,"Encoding",NA,NA,NA,"40","Encod_Stim.154.jpeg","vehicle","",4,0
"2447","P2",1,"RetGoals_V1","2022.2.4",2,13,1,4,0.486047755999607,"External",2,7,NA,"40","ExAttn_Stim.154.jpeg","squares","",4,NA
"2448","P2",1,"RetGoals_V1","2022.2.4",2,13,0,NA,NA,"Internal",1,NA,0,"40","InternTask.154.jpeg","subadd","",2,NA
"2449","P2",1,"RetGoals_V1","2022.2.4",3,13,0,1,1.08091579400207,"Retrieval",NA,NA,NA,"40","1_16.jpg","fruit","Encod_Stim.016.jpeg",2,NA
"2450","P2",1,"RetGoals_V1","2022.2.4",3,13,1,2,1.14205800500349,"Encoding",NA,NA,NA,"40","Encod_Stim.009.jpeg","fruit","",2,0
"2451","P2",1,"RetGoals_V1","2022.2.4",3,13,1,2,0.539343233998807,"External",1,8,NA,"40","ExAttn_Stim.009.jpeg","circles","",2,NA
"2452","P2",1,"RetGoals_V1","2022.2.4",3,13,0,NA,NA,"Internal",4,NA,0,"40","InternTask.009.jpeg","addadd","",2,NA
"2453","P2",1,"RetGoals_V1","2022.2.4",4,13,0,1,0.31083042300088,"Retrieval",NA,NA,NA,"40","1_267.jpg","vehicle","Encod_Stim.267.jpeg",4,NA
"2454","P2",1,"RetGoals_V1","2022.2.4",4,13,1,4,0.460314593998191,"Encoding",NA,NA,NA,"40","Encod_Stim.190.jpeg","building","",4,1
"2455","P2",1,"RetGoals_V1","2022.2.4",4,13,0,3,0.470609021998825,"External",1,8,NA,"40","ExAttn_Stim.190.jpeg","stars","",2,NA
"2456","P2",1,"RetGoals_V1","2022.2.4",4,13,1,4,0.35398066000198,"Internal",12,NA,0,"40","InternTask.190.jpeg","subadd","",4,NA
"2457","P2",1,"RetGoals_V1","2022.2.4",5,13,1,4,0.355885019998823,"Retrieval",NA,NA,NA,"40","1_196.jpg","building","Encod_Stim.196.jpeg",4,NA
"2458","P2",1,"RetGoals_V1","2022.2.4",5,13,1,2,0.650500643001578,"Encoding",NA,NA,NA,"40","Encod_Stim.033.jpeg","vehicle","",2,0
"2459","P2",1,"RetGoals_V1","2022.2.4",5,13,1,4,0.517829399999755,"External",2,7,NA,"40","ExAttn_Stim.033.jpeg","circles","",4,NA
"2460","P2",1,"RetGoals_V1","2022.2.4",5,13,1,4,0.423760944999231,"Internal",2,NA,0,"40","InternTask.033.jpeg","addadd","",4,NA
"2461","P2",1,"RetGoals_V1","2022.2.4",1,14,0,4,1.22197339100239,"Retrieval",NA,NA,NA,"40","1_136.jpg","vehicle","Encod_Stim.136.jpeg",3,NA
"2462","P2",1,"RetGoals_V1","2022.2.4",1,14,1,4,0.633370141000341,"Encoding",NA,NA,NA,"40","Encod_Stim.162.jpeg","vehicle","",4,0
"2463","P2",1,"RetGoals_V1","2022.2.4",1,14,0,4,0.924581606999709,"External",0,5,NA,"40","ExAttn_Stim.162.jpeg","squares","",3,NA
"2464","P2",1,"RetGoals_V1","2022.2.4",1,14,1,2,0.863120390000404,"Internal",1,NA,0,"40","InternTask.162.jpeg","subadd","",2,NA
"2465","P2",1,"RetGoals_V1","2022.2.4",2,14,0,1,0.637049484997988,"Retrieval",NA,NA,NA,"40","1_138.jpg","vehicle","Encod_Stim.138.jpeg",3,NA
"2466","P2",1,"RetGoals_V1","2022.2.4",2,14,1,2,0.63929851300054,"Encoding",NA,NA,NA,"40","Encod_Stim.032.jpeg","fruit","",2,0
"2467","P2",1,"RetGoals_V1","2022.2.4",2,14,0,NA,NA,"External",2,7,NA,"40","ExAttn_Stim.032.jpeg","circles","",4,NA
"2468","P2",1,"RetGoals_V1","2022.2.4",2,14,1,4,1.38181741299923,"Internal",3,NA,0,"40","InternTask.032.jpeg","addadd","",4,NA
"2469","P2",1,"RetGoals_V1","2022.2.4",3,14,0,2,0.36206527500326,"Retrieval",NA,NA,NA,"40","1_49.jpg","vehicle","Encod_Stim.049.jpeg",3,NA
"2470","P2",1,"RetGoals_V1","2022.2.4",3,14,1,3,0.575506933000725,"Encoding",NA,NA,NA,"40","Encod_Stim.205.jpeg","fruit","",3,0
"2471","P2",1,"RetGoals_V1","2022.2.4",3,14,0,2,0.721797185000469,"External",1,7,NA,"40","ExAttn_Stim.205.jpeg","stars","",4,NA
"2472","P2",1,"RetGoals_V1","2022.2.4",3,14,1,3,0.44442181499835,"Internal",0,NA,0,"40","InternTask.205.jpeg","subadd","",3,NA
"2473","P2",1,"RetGoals_V1","2022.2.4",4,14,0,3,0.600067248000414,"Retrieval",NA,NA,NA,"40","1_286.jpg","vehicle","Encod_Stim.286.jpeg",4,NA
"2474","P2",1,"RetGoals_V1","2022.2.4",4,14,1,4,1.31749105299969,"Encoding",NA,NA,NA,"40","Encod_Stim.127.jpeg","fruit","",4,1
"2475","P2",1,"RetGoals_V1","2022.2.4",4,14,0,3,0.59451533399988,"External",1,8,NA,"40","ExAttn_Stim.127.jpeg","squares","",2,NA
"2476","P2",1,"RetGoals_V1","2022.2.4",4,14,1,3,0.905145699998684,"Internal",0,NA,0,"40","InternTask.127.jpeg","addsub","",3,NA
"2477","P2",1,"RetGoals_V1","2022.2.4",5,14,0,1,0.363580045002891,"Retrieval",NA,NA,NA,"40","1_109.jpg","fruit","Encod_Stim.109.jpeg",2,NA
"2478","P2",1,"RetGoals_V1","2022.2.4",5,14,1,2,0.291110309000942,"Encoding",NA,NA,NA,"40","Encod_Stim.015.jpeg","fruit","",2,0
"2479","P2",1,"RetGoals_V1","2022.2.4",5,14,1,2,0.389166861998092,"External",2,7,NA,"40","ExAttn_Stim.015.jpeg","circles","",2,NA
"2480","P2",1,"RetGoals_V1","2022.2.4",5,14,1,2,0.932191984000383,"Internal",5,NA,0,"40","InternTask.015.jpeg","addadd","",2,NA
"2481","P2",1,"RetGoals_V1","2022.2.4",1,15,0,2,0.777134801999637,"Retrieval",NA,NA,NA,"40","1_197.jpg","building","Encod_Stim.197.jpeg",4,NA
"2482","P2",1,"RetGoals_V1","2022.2.4",1,15,1,3,0.472030708999227,"Encoding",NA,NA,NA,"40","Encod_Stim.263.jpeg","building","",3,0
"2483","P2",1,"RetGoals_V1","2022.2.4",1,15,1,4,0.739178383999388,"External",1,6,NA,"40","ExAttn_Stim.263.jpeg","diamonds","",4,NA
"2484","P2",1,"RetGoals_V1","2022.2.4",1,15,1,4,0.936838417001127,"Internal",5,NA,0,"40","InternTask.263.jpeg","subsub","",4,NA
"2485","P2",1,"RetGoals_V1","2022.2.4",2,15,0,4,0.57638292699994,"Retrieval",NA,NA,NA,"40","1_23.jpg","fruit","Encod_Stim.023.jpeg",2,NA
"2486","P2",1,"RetGoals_V1","2022.2.4",2,15,1,2,0.822331708001002,"Encoding",NA,NA,NA,"40","Encod_Stim.069.jpeg","building","",2,1
"2487","P2",1,"RetGoals_V1","2022.2.4",2,15,0,3,0.455063969002367,"External",1,8,NA,"40","ExAttn_Stim.069.jpeg","triangles","",2,NA
"2488","P2",1,"RetGoals_V1","2022.2.4",2,15,1,3,1.20267057000092,"Internal",0,NA,0,"40","InternTask.069.jpeg","addadd","",3,NA
"2489","P2",1,"RetGoals_V1","2022.2.4",3,15,0,1,0.321053128998756,"Retrieval",NA,NA,NA,"40","1_77.jpg","building","Encod_Stim.077.jpeg",4,NA
"2490","P2",1,"RetGoals_V1","2022.2.4",3,15,1,2,0.463757367000653,"Encoding",NA,NA,NA,"40","Encod_Stim.012.jpeg","fruit","",2,0
"2491","P2",1,"RetGoals_V1","2022.2.4",3,15,0,3,1.1624575220012,"External",2,7,NA,"40","ExAttn_Stim.012.jpeg","circles","",2,NA
"2492","P2",1,"RetGoals_V1","2022.2.4",3,15,1,2,0.94978098700085,"Internal",4,NA,0,"40","InternTask.012.jpeg","addadd","",2,NA
"2493","P2",1,"RetGoals_V1","2022.2.4",4,15,0,4,0.364937896003539,"Retrieval",NA,NA,NA,"40","1_59.jpg","vehicle","Encod_Stim.059.jpeg",3,NA
"2494","P2",1,"RetGoals_V1","2022.2.4",4,15,1,2,0.89199850300065,"Encoding",NA,NA,NA,"40","Encod_Stim.061.jpeg","vehicle","",2,1
"2495","P2",1,"RetGoals_V1","2022.2.4",4,15,0,NA,NA,"External",1,6,NA,"40","ExAttn_Stim.061.jpeg","triangles","",2,NA
"2496","P2",1,"RetGoals_V1","2022.2.4",4,15,1,3,1.11281139499988,"Internal",0,NA,0,"40","InternTask.061.jpeg","addadd","",3,NA
"2497","P2",1,"RetGoals_V1","2022.2.4",5,15,1,3,0.377401359000942,"Retrieval",NA,NA,NA,"40","1_150.jpg","vehicle","Encod_Stim.150.jpeg",3,NA
"2498","P2",1,"RetGoals_V1","2022.2.4",5,15,1,3,0.410827620999044,"Encoding",NA,NA,NA,"40","Encod_Stim.262.jpeg","building","",3,0
"2499","P2",1,"RetGoals_V1","2022.2.4",5,15,1,4,0.354511482000817,"External",1,6,NA,"40","ExAttn_Stim.262.jpeg","diamonds","",4,NA
"2500","P2",1,"RetGoals_V1","2022.2.4",5,15,0,NA,NA,"Internal",2,NA,0,"40","InternTask.262.jpeg","subsub","",4,NA
"2501","P2",1,"RetGoals_V1","2022.2.4",1,16,0,1,0.494475505998707,"Retrieval",NA,NA,NA,"40","1_56.jpg","vehicle","Encod_Stim.056.jpeg",3,NA
"2502","P2",1,"RetGoals_V1","2022.2.4",1,16,1,4,0.465254533999541,"Encoding",NA,NA,NA,"40","Encod_Stim.197.jpeg","building","",4,0
"2503","P2",1,"RetGoals_V1","2022.2.4",1,16,0,3,0.314820349998627,"External",2,8,NA,"40","ExAttn_Stim.197.jpeg","stars","",2,NA
"2504","P2",1,"RetGoals_V1","2022.2.4",1,16,1,4,0.902630978998786,"Internal",1,NA,0,"40","InternTask.197.jpeg","subadd","",4,NA
"2505","P2",1,"RetGoals_V1","2022.2.4",2,16,1,4,0.552927278004063,"Retrieval",NA,NA,NA,"40","1_69.jpg","building","Encod_Stim.069.jpeg",4,NA
"2506","P2",1,"RetGoals_V1","2022.2.4",2,16,1,3,1.17558455100152,"Encoding",NA,NA,NA,"40","Encod_Stim.236.jpeg","building","",3,0
"2507","P2",1,"RetGoals_V1","2022.2.4",2,16,1,3,0.577878318999865,"External",0,8,NA,"40","ExAttn_Stim.236.jpeg","stars","",3,NA
"2508","P2",1,"RetGoals_V1","2022.2.4",2,16,0,NA,NA,"Internal",1,NA,0,"40","InternTask.236.jpeg","subsub","",2,NA
"2509","P2",1,"RetGoals_V1","2022.2.4",3,16,0,3,1.31390694400034,"Retrieval",NA,NA,NA,"40","1_112.jpg","fruit","Encod_Stim.112.jpeg",2,NA
"2510","P2",1,"RetGoals_V1","2022.2.4",3,16,1,3,0.511566605000553,"Encoding",NA,NA,NA,"40","Encod_Stim.298.jpeg","vehicle","",3,0
"2511","P2",1,"RetGoals_V1","2022.2.4",3,16,1,3,1.17498119800075,"External",0,8,NA,"40","ExAttn_Stim.298.jpeg","diamonds","",3,NA
"2512","P2",1,"RetGoals_V1","2022.2.4",3,16,0,2,0.835798204003368,"Internal",0,NA,0,"40","InternTask.298.jpeg","subsub","",3,NA
"2513","P2",1,"RetGoals_V1","2022.2.4",4,16,0,1,0.395677638000052,"Retrieval",NA,NA,NA,"40","1_4.jpg","fruit","Encod_Stim.004.jpeg",2,NA
"2514","P2",1,"RetGoals_V1","2022.2.4",4,16,1,4,0.459985414003313,"Encoding",NA,NA,NA,"40","Encod_Stim.175.jpeg","building","",4,1
"2515","P2",1,"RetGoals_V1","2022.2.4",4,16,1,3,0.533879613001773,"External",0,7,NA,"40","ExAttn_Stim.175.jpeg","squares","",3,NA
"2516","P2",1,"RetGoals_V1","2022.2.4",4,16,0,NA,NA,"Internal",1,NA,0,"40","InternTask.175.jpeg","subadd","",2,NA
"2517","P2",1,"RetGoals_V1","2022.2.4",5,16,0,1,0.311209543000587,"Retrieval",NA,NA,NA,"40","1_289.jpg","vehicle","Encod_Stim.289.jpeg",4,NA
"2518","P2",1,"RetGoals_V1","2022.2.4",5,16,1,4,0.754955283999152,"Encoding",NA,NA,NA,"40","Encod_Stim.153.jpeg","vehicle","",4,0
"2519","P2",1,"RetGoals_V1","2022.2.4",5,16,1,4,0.346153327001957,"External",2,7,NA,"40","ExAttn_Stim.153.jpeg","squares","",4,NA
"2520","P2",1,"RetGoals_V1","2022.2.4",5,16,1,2,0.707340789998852,"Internal",2,NA,0,"40","InternTask.153.jpeg","subadd","",2,NA
"2521","P2",1,"RetGoals_V1","2022.2.4",1,17,0,2,1.17584209300185,"Retrieval",NA,NA,NA,"40","1_159.jpg","vehicle","Encod_Stim.159.jpeg",3,NA
"2522","P2",1,"RetGoals_V1","2022.2.4",1,17,1,4,0.456888278000406,"Encoding",NA,NA,NA,"40","Encod_Stim.147.jpeg","vehicle","",4,0
"2523","P2",1,"RetGoals_V1","2022.2.4",1,17,1,4,0.778719588997774,"External",1,8,NA,"40","ExAttn_Stim.147.jpeg","squares","",4,NA
"2524","P2",1,"RetGoals_V1","2022.2.4",1,17,1,3,0.384244073000445,"Internal",0,NA,0,"40","InternTask.147.jpeg","addsub","",3,NA
"2525","P2",1,"RetGoals_V1","2022.2.4",2,17,1,4,0.829423931998463,"Retrieval",NA,NA,NA,"40","1_99.jpg","building","Encod_Stim.099.jpeg",4,NA
"2526","P2",1,"RetGoals_V1","2022.2.4",2,17,1,4,1.22313163799845,"Encoding",NA,NA,NA,"40","Encod_Stim.167.jpeg","vehicle","",4,0
"2527","P2",1,"RetGoals_V1","2022.2.4",2,17,0,2,0.617865943000652,"External",0,6,NA,"40","ExAttn_Stim.167.jpeg","squares","",3,NA
"2528","P2",1,"RetGoals_V1","2022.2.4",2,17,0,NA,NA,"Internal",1,NA,0,"40","InternTask.167.jpeg","subadd","",2,NA
"2529","P2",1,"RetGoals_V1","2022.2.4",3,17,0,3,0.49661433899746,"Retrieval",NA,NA,NA,"40","1_283.jpg","vehicle","Encod_Stim.283.jpeg",4,NA
"2530","P2",1,"RetGoals_V1","2022.2.4",3,17,1,4,0.775365097000758,"Encoding",NA,NA,NA,"40","Encod_Stim.156.jpeg","vehicle","",4,1
"2531","P2",1,"RetGoals_V1","2022.2.4",3,17,1,4,1.09277342899804,"External",2,8,NA,"40","ExAttn_Stim.156.jpeg","squares","",4,NA
"2532","P2",1,"RetGoals_V1","2022.2.4",3,17,0,NA,NA,"Internal",3,NA,0,"40","InternTask.156.jpeg","subadd","",2,NA
"2533","P2",1,"RetGoals_V1","2022.2.4",4,17,0,NA,NA,"Retrieval",NA,NA,NA,"40","1_75.jpg","building","Encod_Stim.075.jpeg",4,NA
"2534","P2",1,"RetGoals_V1","2022.2.4",4,17,1,3,0.507988915000169,"Encoding",NA,NA,NA,"40","Encod_Stim.226.jpeg","fruit","",3,0
"2535","P2",1,"RetGoals_V1","2022.2.4",4,17,0,2,1.09340843700193,"External",0,6,NA,"40","ExAttn_Stim.226.jpeg","stars","",3,NA
"2536","P2",1,"RetGoals_V1","2022.2.4",4,17,1,2,0.801996913000039,"Internal",8,NA,1,"40","InternTask.226.jpeg","subsub","",2,NA
"2537","P2",1,"RetGoals_V1","2022.2.4",5,17,0,1,0.744565880002483,"Retrieval",NA,NA,NA,"40","1_111.jpg","fruit","Encod_Stim.111.jpeg",2,NA
"2538","P2",1,"RetGoals_V1","2022.2.4",5,17,1,4,0.747807290001219,"Encoding",NA,NA,NA,"40","Encod_Stim.191.jpeg","building","",4,0
"2539","P2",1,"RetGoals_V1","2022.2.4",5,17,0,3,0.680712886998663,"External",2,7,NA,"40","ExAttn_Stim.191.jpeg","stars","",2,NA
"2540","P2",1,"RetGoals_V1","2022.2.4",5,17,1,4,0.133501030999469,"Internal",15,NA,1,"40","InternTask.191.jpeg","subadd","",4,NA
"2541","P2",1,"RetGoals_V1","2022.2.4",1,18,1,4,1.05292008999822,"Retrieval",NA,NA,NA,"40","1_277.jpg","vehicle","Encod_Stim.277.jpeg",4,NA
"2542","P2",1,"RetGoals_V1","2022.2.4",1,18,1,2,0.769863058001647,"Encoding",NA,NA,NA,"40","Encod_Stim.084.jpeg","building","",2,0
"2543","P2",1,"RetGoals_V1","2022.2.4",1,18,1,4,0.920119753001927,"External",1,6,NA,"40","ExAttn_Stim.084.jpeg","triangles","",4,NA
"2544","P2",1,"RetGoals_V1","2022.2.4",1,18,1,2,0.252921183997387,"Internal",9,NA,1,"40","InternTask.084.jpeg","addsub","",2,NA
"2545","P2",1,"RetGoals_V1","2022.2.4",2,18,1,4,0.553016846999526,"Retrieval",NA,NA,NA,"40","1_180.jpg","building","Encod_Stim.180.jpeg",4,NA
"2546","P2",1,"RetGoals_V1","2022.2.4",2,18,1,2,0.927350934998685,"Encoding",NA,NA,NA,"40","Encod_Stim.073.jpeg","building","",2,0
"2547","P2",1,"RetGoals_V1","2022.2.4",2,18,1,2,0.660551453001972,"External",2,7,NA,"40","ExAttn_Stim.073.jpeg","triangles","",2,NA
"2548","P2",1,"RetGoals_V1","2022.2.4",2,18,1,3,1.46206190299927,"Internal",0,NA,0,"40","InternTask.073.jpeg","addadd","",3,NA
"2549","P2",1,"RetGoals_V1","2022.2.4",3,18,0,1,0.499265078000462,"Retrieval",NA,NA,NA,"40","1_68.jpg","building","Encod_Stim.068.jpeg",4,NA
"2550","P2",1,"RetGoals_V1","2022.2.4",3,18,1,3,1.30404470300346,"Encoding",NA,NA,NA,"40","Encod_Stim.219.jpeg","fruit","",3,0
"2551","P2",1,"RetGoals_V1","2022.2.4",3,18,1,4,0.526897007002844,"External",2,8,NA,"40","ExAttn_Stim.219.jpeg","stars","",4,NA
"2552","P2",1,"RetGoals_V1","2022.2.4",3,18,0,2,0.7037242769984,"Internal",0,NA,0,"40","InternTask.219.jpeg","subadd","",3,NA
