EALoadLoop.thisRepN,EALoadLoop.thisTrialN,EALoadLoop.thisN,EALoadLoop.thisIndex,EncLoadLoop.thisRepN,EncLoadLoop.thisTrialN,EncLoadLoop.thisN,EncLoadLoop.thisIndex,IALoadLoop.thisRepN,IALoadLoop.thisTrialN,IALoadLoop.thisN,IALoadLoop.thisIndex,RetLoadLoop.thisRepN,RetLoadLoop.thisTrialN,RetLoadLoop.thisN,RetLoadLoop.thisIndex,welcomeText.started,welcomeKey.started,welcomeKey.keys,welcomeKey.rt,welcomeText2.started,welcomeKey2.started,welcomeKey2.keys,welcomeKey2.rt,EAPracticeText1.started,EAPracticeText2.started,EAPracticeRespText.started,EAPracticeKey.started,EAPracticeKey.keys,EAPracticeKey.rt,EAPractice2Text.started,EAPractice2Key.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,12.028402875061147,12.028402875061147,space,16.852754540974274,,,,,,,,,,,,,000,001,2025-03-12_10h36.31.140,RetGoals_V1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,28.935036209062673,28.935036209062673,space,15.71337616594974,,,,,,,,,000,001,2025-03-12_10h36.31.140,RetGoals_V1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,44.67977975006215,44.67977975006215,44.67977975006215,44.67977975006215,space,32.86803399899509,,,000,001,2025-03-12_10h36.31.140,RetGoals_V1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.58031025005039,77.58031025005039,,,,,,,
